Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School Score,Elementary School Distance,Middle School Score,Middle School Distance,High School Score,High School Distance,Appliances included,Laundry features,Zip,Neighborhood
6440 W 80th Pl,2150000.0,SingleFamily,2019.0,Central,Central Air,"Driveway, Garage - Two Door",4,5.0,6.0,0.3,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Gas Oven, Range, Range Hood",Laundry Room,90045,Westchester
2017 N Corlett Ave,410000.0,SingleFamily,1945.0,,,Garage,2,1.0,7.0,0.7,5.0,1.2,3.0,0.4,,In Garage,90059,Willowbrook
421 S La Fayette Park Pl APT 411,411000.0,Condo,1971.0,Central,Central Air,Garage - Attached,1,1.0,3.0,0.3,5.0,0.8,3.0,1.2,,Common Area,90057,Westlake
856 Malcolm Ave,4068000.0,SingleFamily,1930.0,Central,Central Air,"Built-In Storage, Direct Access, Garage Door Opener, Driveway, Garage - Two Door, Guest",4,4.0,9.0,0.5,,,6.0,1.8,"Barbecue, Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Room,90024,Westwood
1351 N Crescent Heights Blvd APT 114,480000.0,Condo,1972.0,Central,Central Air,"Assigned, Parking Space, Underground",1,1.0,7.0,0.9,3.0,1.9,7.0,0.9,,Community,90046,Hollywood Hills
1111 S Grand Ave APT 811,1024000.0,Condo,2005.0,Central,Central Air,0 spaces,2,2.0,,,3.0,0.9,3.0,1.3,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,90015,South Park
120 N Mccadden Pl,6950000.0,SingleFamily,1927.0,Central,Central,"Garage, Garage - Detached, Covered",4,6.0,8.0,0.3,7.0,0.6,7.0,1.5,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Trash compactor",Room,90004,Hancock Park
2019 De Mille Dr,2140000.0,SingleFamily,1925.0,"Central, Natural Gas",Central Air,"Garage, Garage - Two Door",3,3.0,6.0,1.1,3.0,1.2,6.0,2.3,"6 Burner Stove, Dishwasher, Disposal, Gas Range, Refrigerator","Gas & Electric Dryer Hookup, Inside",90027,Los Feliz
2826 W Avenue 33,845000.0,SingleFamily,1922.0,,"Central Air, See Remarks",,3,2.0,4.0,0.3,,,,,,"Laundry Room, Inside",90065,Glassell Park
1619 W 47th St,650000.0,SingleFamily,1911.0,Natural Gas,,Driveway,4,2.0,3.0,0.6,,,,,Dishwasher,Laundry Closet,90062,South Los Angeles
1416 Glendale Blvd,900000.0,SingleFamily,1920.0,,,,4,1.0,2.0,0.2,,,3.0,1.2,,Outside,90026,Echo Park
1036 N Avenue 50,899000.0,SingleFamily,1923.0,Central,Central Air,"Attached Carport, Covered, Driveway, Private",3,3.0,5.0,0.1,,,7.0,0.5,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Inside,90042,Highland Park
167 S Rockingham Ave,20833500.0,SingleFamily,2019.0,Central,Central Air,"Driveway, Garage - Three Door",7,11.0,9.0,1.0,7.0,0.2,8.0,2.5,"Barbecue, Dishwasher, Refrigerator, Built-In, Oven, Range",Laundry Room,90049,Brentwood
2050 Claudina Ave,572000.0,SingleFamily,1922.0,,,Driveway,2,1.0,4.0,0.4,3.0,0.9,,,,Outside,90016,West Adams
197 W 40th Pl,650000.0,MultiFamily,1907.0,,,0 spaces,8,3.0,3.0,0.5,3.0,0.5,,,,,90037,Exposition Park
10763 Charnock Rd,1300000.0,SingleFamily,1939.0,,Central Air,Garage,3,2.0,4.0,0.6,7.0,0.3,6.0,2.5,,Stackable,90034,Palms
10343 Kalmia St,393000.0,SingleFamily,1958.0,,See Remarks,,4,2.0,2.0,0.1,3.0,0.9,,,,In Kitchen,90002,Watts
2222 Avenue Of The Stars UNIT 1402,1185000.0,Condo,1964.0,Central,Central Air,Covered,2,2.0,9.0,1.4,,,6.0,3.3,"Dishwasher, Disposal, Refrigerator",Laundry Closet,90067,Century City
3922 Homer St,690000.0,SingleFamily,2010.0,Central,Central Air,Garage - Attached,3,3.0,6.0,0.3,5.0,0.8,,,,,90031,Lincoln Heights
1814 Thayer Ave APT 2,820000.0,Condo,1982.0,Central,Central Air,"Garage - Two Door, Tandem",2,3.0,9.0,0.5,,,6.0,2.3,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Stackable,90025,West Los Angeles
2221 Century Hl #169,1388000.0,Townhouse,1980.0,Central,Central,Covered,2,3.0,9.0,1.3,,,6.0,3.2,"Dishwasher, Dryer, Freezer, Garbage disposal, Refrigerator, Washer","Inside, Room",90067,Century City
3314 Barbee St,758000.0,SingleFamily,1890.0,Central,Central Air,"Concrete, Oversized",4,2.0,4.0,0.2,5.0,1.5,4.0,1.2,"Dishwasher, Disposal, Gas Range, Water Heater, Water Line to Refrigerator",Inside,90031,Lincoln Heights
2142 Marathon St,775000.0,SingleFamily,1910.0,Floor Furnace,,"Covered, Detached Carport",2,1.0,,,,,3.0,0.9,,,90026,Echo Park
1383 Edgecliffe Dr,1740000.0,SingleFamily,1911.0,Central,,Driveway,3,3.0,5.0,0.3,6.0,0.5,8.0,1.2,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Room,90026,Echo Park
12119 Victoria Ave,2900000.0,SingleFamily,1928.0,,,"Concrete, Garage",3,4.0,6.0,0.4,3.0,1.4,6.0,0.9,,In Garage,90066,Mar Vista
4030 W 60th St,1190000.0,SingleFamily,1949.0,Central,Central Air,Garage - Two Door,3,3.0,2.0,0.5,2.0,1.8,,,"Dishwasher, Disposal, Microwave, Refrigerator",In Garage,90043,View Park-Windsor Hills
531 N Rossmore Ave APT 406,1075000.0,Condo,1960.0,Central,Central Air,Garage,2,2.0,8.0,0.7,3.0,0.8,7.0,2.0,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,90004,Hancock Park
8620 Belford Ave APT 105,735000.0,Townhouse,2007.0,Central,Central Air,"Direct Access, Garage - Two Door",3,3.0,5.0,0.5,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,90045,Westchester
1200 Club View Dr UNIT 1600,9400000.0,Condo,2009.0,Central,Central Air,"Garage, Private, Underground",3,4.0,9.0,0.6,,,6.0,2.6,"Dishwasher, Disposal, Refrigerator","Inside, Laundry Room",90024,Westwood
155 W 52nd St,550000.0,MultiFamily,1947.0,Wall Furnace,,0 spaces,4,2.0,2.0,0.2,3.0,0.7,,,Garbage disposal,Inside,90037,Exposition Park
2147 Clinton St,880000.0,SingleFamily,1905.0,Central,"Central Air, Electric","Driveway, Concrete",2,1.0,,,,,3.0,0.9,"Dishwasher, Refrigerator, Washer, Dryer","Stackable, Laundry Room",90026,Echo Park
2547 Canyon Oak Dr,2255000.0,SingleFamily,1978.0,Central,Central Air,"Direct Access, Garage - Two Door, Private",3,4.0,6.0,0.7,3.0,1.3,6.0,1.9,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Laundry Closet,90068,Hollywood Hills
431 E 119th St,505000.0,SingleFamily,1940.0,Central,Central Air,"Carport, Covered",5,3.0,,,2.0,0.5,,,,"Inside, In Kitchen",90061,South Los Angeles
10966 Rochester Ave APT 3F,642000.0,Condo,1973.0,Central,Central Air,"Garage - Two Door, Tandem",1,2.0,9.0,0.9,,,6.0,1.2,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Closet,90024,Westwood
11051 Strathmore Dr #1,1690000.0,SingleFamily,1950.0,Central,Central,"Garage - Detached, Covered",3,3.0,9.0,1.2,,,6.0,1.3,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Inside,90024,Westwood
10520 Wilshire Blvd APT 1101,840000.0,Condo,1989.0,Central,Central Air,"Community Structure, Covered",2,2.0,9.0,0.3,,,6.0,2.1,"Refrigerator, Dishwasher, Washer, Dryer",,90024,Westwood
4031 Floral Dr,537000.0,SingleFamily,1909.0,Central,Central Air,"Driveway, Garage - Single Door",3,2.0,4.0,0.2,4.0,0.4,,,"Gas Cooktop, Gas Water Heater",In Kitchen,90063,City Terrace
4111 Mantova Dr,1430000.0,SingleFamily,1956.0,Central,Central Air,"Garage, Garage - Two Door",3,3.0,6.0,0.8,2.0,2.0,2.0,1.2,"Dishwasher, Disposal, Refrigerator","Inside, Laundry Room",90008,Baldwin Hills
1933 W 84th St,475000.0,SingleFamily,1929.0,,,Garage,2,1.0,3.0,0.5,4.0,2.6,2.0,1.7,,Inside,90047,South Los Angeles
8913 S Fir Ave,375000.0,SingleFamily,1985.0,Wall,,0 spaces,3,3.0,4.0,0.2,1.0,0.7,,,,Inside,90002,Watts
3820 Montclair St,757000.0,SingleFamily,1923.0,Other,,0 spaces,2,1.0,3.0,0.3,3.0,0.8,2.0,1.3,,Other,90018,Jefferson Park
2403 Park Oak Dr,2725000.0,SingleFamily,1960.0,Central,Central Air,Attached Carport,3,3.0,6.0,0.8,3.0,1.3,6.0,2.0,"Dishwasher, Refrigerator, Washer, Dryer",,90068,Hollywood Hills
11657 Chenault St APT 308,1130000.0,Condo,1961.0,Central,Central Air,"Assigned, Community Structure, Side By Side",2,2.0,9.0,1.6,7.0,1.8,6.0,0.8,"Dishwasher, Disposal, Microwave",Stackable,90049,Brentwood
2203 W 75th St,635000.0,SingleFamily,1925.0,,Central Air,Garage,4,2.0,3.0,0.1,,,,,,"Gas Dryer Hookup, Washer Hookup",90043,View Park-Windsor Hills
12222 Wilshire Blvd APT 212,715000.0,Condo,1996.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance, Direct Access, Guest, Underground, Tandem",2,2.0,5.0,0.4,,,6.0,0.5,"Dishwasher, Refrigerator, Dryer","Inside, Stackable",90025,West Los Angeles
3453 Maplewood Ave,1970500.0,SingleFamily,1924.0,Central,Central Air,Driveway,4,3.0,4.0,0.1,4.0,0.4,6.0,0.6,"Dishwasher, Microwave, Refrigerator, Washer","Outside, Laundry Room",90066,Mar Vista
7417 Naylor Ave,1415000.0,SingleFamily,1948.0,Central,Central Air,"Attached Carport, Concrete",4,3.0,5.0,0.5,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Range Hood","In Kitchen, Stackable",90045,Westchester
4390 Latona Ave,800000.0,SingleFamily,1949.0,"Central, Forced Air, Natural Gas",Central Air,Direct Access,2,2.0,6.0,0.3,5.0,1.3,,,"Dishwasher, Disposal, Gas Oven, Gas Range, Gas Water Heater, Microwave, Refrigerator, Water Heater","Gas Dryer Hookup, Laundry Closet",90031,Lincoln Heights
1509 Courtney Ave,2005000.0,SingleFamily,1921.0,"Central, Forced Air","Central Air, Dual","Driveway, Concrete, None, Gated, On Street, Guest, Private, Tandem",4,3.0,7.0,0.4,3.0,1.4,7.0,1.0,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop","Inside, Upper Level, Laundry Room",90046,Hollywood Hills
1547 Carmona Ave,1562205.0,SingleFamily,1924.0,Central,Central Air,"Driveway, Garage - Single Door",4,2.0,4.0,0.2,,,7.0,2.3,,In Kitchen,90019,Mid-City
11051 Strathmore Dr,1690000.0,Townhouse,1950.0,Central,Central Air,Garage,3,3.0,9.0,1.2,,,6.0,1.3,"Dishwasher, Refrigerator, Washer, Dryer",Inside,90024,Westwood
1766 Westridge Rd,5000000.0,SingleFamily,1937.0,"Central, Fireplace(s)",Central Air,"Controlled Entrance, Driveway, Garage - Two Door",5,6.0,9.0,0.5,7.0,0.6,8.0,2.6,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,90049,Brentwood
2758 Burkshire Ave,1810000.0,SingleFamily,1941.0,Central,Central Air,"Detached Carport, Garage Door Opener, Concrete, Garage - Two Door, Private, Side By Side",4,3.0,6.0,0.3,,,6.0,1.8,"Dishwasher, Disposal, Microwave, Washer, Dryer",Inside,90064,Rancho Park
4107 Perlita Ave APT D,585000.0,Condo,1947.0,Wall Furnace,,Garage,2,1.0,5.0,0.3,,,8.0,1.4,"Dishwasher, Refrigerator, Washer, Dryer",,90039,Atwater Village
4616 Clarissa Ave,1340000.0,SingleFamily,1913.0,Central,Central Air,"Driveway, Gated",2,1.0,,,6.0,0.9,8.0,0.9,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Room,90027,Los Feliz
404 E 105th St,355000.0,SingleFamily,1924.0,Floor Furnace,,Driveway,2,1.0,4.0,0.3,2.0,0.5,,,,,90003,South Los Angeles
600 W 9th St APT 706,630000.0,Condo,1983.0,Central,Central Air,"Garage Door Opener, Community Structure, Underground, Guest, Parking Space",2,2.0,2.0,0.8,3.0,0.8,3.0,1.0,"Dishwasher, Refrigerator, Range Hood",Gas & Electric Dryer Hookup,90015,South Park
7500 Dalton Ave,458455.0,SingleFamily,1926.0,,,Garage - Two Door,3,1.0,3.0,0.3,2.0,1.2,2.0,1.3,,,90047,South Los Angeles
3785 Wilshire Blvd APT 1605,930000.0,Condo,2009.0,Central,,"Driveway Down Slope From Street, Assigned, Controlled Entrance, Covered",2,2.0,6.0,0.5,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Laundry Closet, In Kitchen",90010,Wilshire Center
7941 Flight Pl,915000.0,SingleFamily,1949.0,"Central, Forced Air",Central Air,Garage,3,2.0,5.0,0.1,,,,,,Inside,90045,Westchester
6351 Ivarene Ave,1476000.0,SingleFamily,1955.0,Central,Central Air,Detached Carport,3,2.0,6.0,0.5,3.0,1.2,6.0,1.1,"Dishwasher, Disposal, Refrigerator",Laundry Room,90068,Hollywood Hills
10405 S Saint Andrews Pl,565000.0,SingleFamily,1939.0,,,,3,2.0,1.0,0.6,4.0,1.3,2.0,0.5,,See Remarks,90047,South Los Angeles
2121 James M Wood Blvd APT 304,262500.0,Condo,1923.0,Wall Furnace,,,0,1.0,3.0,0.2,3.0,1.0,3.0,1.1,"Gas Range, Refrigerator",Common Area,90006,Pico-Union
1443 W 65th Pl,595000.0,SingleFamily,1924.0,,Wall/Window Unit(s),Garage,4,2.0,3.0,0.6,2.0,0.7,2.0,0.9,,"Laundry Closet, Inside",90047,South Los Angeles
6026 S Van Ness Ave,589000.0,SingleFamily,1995.0,Central,"Central Air, See Remarks","Garage Faces Side, Garage - Two Door",4,2.0,2.0,0.2,2.0,1.7,,,"Dishwasher, Disposal, Gas Range, Gas Water Heater, Ice Maker, Microwave, Refrigerator",In Kitchen,90047,South Los Angeles
1042 Coronado Ter,1085000.0,SingleFamily,1919.0,Central,Central Air,Driveway,2,2.0,,,,,3.0,1.1,"Refrigerator, Washer, Dryer",In Kitchen,90026,Echo Park
828 N Spaulding Ave,1585000.0,SingleFamily,1923.0,Central,Central Air,Driveway,3,3.0,3.0,0.4,,,7.0,0.3,"Dishwasher, Disposal, Refrigerator",,90046,Hollywood Hills
645 W 9th St APT 230,760000.0,Condo,2006.0,Central,Central Air,Side By Side,2,2.0,2.0,0.8,3.0,0.8,3.0,1.0,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Inside,90015,South Park
1809 Overland Ave APT 1,980000.0,Townhouse,2001.0,Central,Central Air,"Garage Door Opener, Side By Side, Garage - Two Door",2,3.0,9.0,0.3,,,6.0,1.8,"Refrigerator, Disposal, Gas Water Heater, Water Line to Refrigerator, Microwave, Dishwasher, Washer",Stackable,90025,West Los Angeles
1101 S Harvard Blvd UNIT 507,700000.0,Condo,2016.0,Central,Central Air,Community Structure,2,2.0,3.0,0.2,3.0,0.7,4.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator",,90006,Pico-Union
7407 S Hobart Blvd,560000.0,SingleFamily,1929.0,,Central Air,Garage,4,3.0,,,,,2.0,1.5,,Inside,90047,South Los Angeles
969 Hilgard Ave APT 408,775000.0,Condo,1961.0,Central,Central Air,"Controlled Entrance, Garage Door Opener, Garage - Single Door, Gated, Valet",2,2.0,9.0,0.7,,,6.0,1.6,"Dishwasher, Disposal, Refrigerator",See Remarks,90024,Westwood
740 N Fuller Ave,3800000.0,SingleFamily,2018.0,Central,Central Air,Garage - Two Door,4,5.0,3.0,0.9,,,7.0,0.7,,Inside,90046,Hollywood Hills
650 W 41st St,575000.0,SingleFamily,1922.0,Wall Furnace,Wall/Window Unit(s),,3,2.0,5.0,0.3,,,3.0,0.5,,Inside,90037,Exposition Park
729 N Kilkea Dr,2025000.0,SingleFamily,1924.0,,See Remarks,,4,2.0,3.0,0.3,,,7.0,0.5,,See Remarks,90046,Hollywood Hills
5719 Coliseum St,948000.0,SingleFamily,1950.0,Central,,"Gravel, Garage - Two Door",3,2.0,6.0,0.4,2.0,2.7,2.0,1.5,Washer,,90016,West Adams
1717 N Avenue 56,1325000.0,SingleFamily,1912.0,"Natural Gas, Central",Central Air,"Garage - Single Door, Concrete",4,5.0,5.0,0.4,,,7.0,0.7,"Microwave, Refrigerator, Dishwasher","Laundry Room, Inside",90042,Highland Park
1101 S Harvard Blvd UNIT 507,700000.0,Condo,2016.0,Central,Central,Covered,2,2.0,3.0,0.2,3.0,0.7,4.0,1.1,"Dishwasher, Garbage disposal, Microwave, Refrigerator",In Unit,90006,Pico-Union
5448 6th Ave,716000.0,SingleFamily,1920.0,Central,Central Air,Garage,3,2.0,3.0,0.2,2.0,1.2,,,,In Kitchen,90043,View Park-Windsor Hills
4661 Pickford St,1090000.0,Apartment,1916.0,"None, Forced air",Other,"Off-street, Covered",4,3.0,4.0,0.2,3.0,0.9,4.0,1.1,"Dryer, Washer",In Unit,90019,Mid-City
1932 S Crescent Heights Blvd,1625000.0,SingleFamily,1941.0,Central,Central Air,"Driveway, Garage - Two Door",3,3.0,4.0,0.4,3.0,3.8,6.0,1.0,"Dishwasher, Refrigerator",,90034,Palms
2400 Corinth Ave APT 4,880000.0,Condo,2009.0,Central,Central Air,"Community Structure, Controlled Entrance, Guest, Tandem",2,3.0,6.0,0.4,,,6.0,1.6,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",,90064,Rancho Park
264 E 43rd Pl,900000.0,MultiFamily,2014.0,,Other,"Garage - Attached, Covered",9,6.0,2.0,0.6,3.0,0.6,,,,,90011,South Park
1713 Hill Dr,1670000.0,SingleFamily,1948.0,Central,Central Air,Garage - Attached,4,3.0,6.0,0.5,,,7.0,0.7,,Inside,90041,Eagle Rock
2340 Riverside Dr,605000.0,SingleFamily,1915.0,Wall Furnace,Central Air,See Remarks,2,2.0,8.0,0.2,,,,,,Washer Hookup,90039,Atwater Village
7455 Mcconnell Ave,1470000.0,SingleFamily,1954.0,Central,,Garage - Attached,3,2.0,9.0,0.5,,,,,,Inside,90045,Westchester
1640 Linda Rosa Ave,1349000.0,SingleFamily,2019.0,Central,Central Air,"Carport, Covered, Driveway, Concrete, Paved, None, Gated, On Street, Guest, Parking Space, Private, RV Access/Parking, RV Potential",3,3.0,6.0,0.3,,,7.0,0.2,"Dishwasher, Refrigerator, Range Hood, Washer","Laundry Closet, Inside",90041,Eagle Rock
969 Hilgard Ave APT 1210,905000.0,Condo,1961.0,Central,Central Air,"Community Structure, Controlled Entrance, Garage - Two Door, Tandem",2,3.0,9.0,0.7,,,6.0,1.6,Dishwasher,,90024,Westwood
2841 Roscomare Rd,2335000.0,SingleFamily,,,,0 spaces,6,8.0,9.0,0.4,,,6.0,5.1,,See Remarks,90077,Bel-Air
3847 Franklin Ave,3081000.0,SingleFamily,1940.0,Central,Central,"Garage, Garage - Detached, Covered",4,4.0,8.0,0.6,6.0,0.5,8.0,0.3,"Freezer, Refrigerator","Inside, Room",90027,Los Feliz
1355 N Sierra Bonita Ave APT 213,495000.0,Condo,1986.0,Central,,"Covered, Garage, Garage - Two Door",1,1.0,7.0,0.3,3.0,1.2,7.0,0.9,"Dishwasher, Disposal, Refrigerator",Community,90046,Hollywood Hills
2265 Cove Ave,1479000.0,SingleFamily,1907.0,Central,Central Air,Driveway,3,2.0,8.0,0.3,6.0,1.4,8.0,1.5,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,90039,Atwater Village
4000 W 58th Pl,655000.0,SingleFamily,1929.0,Wall Furnace,,"Garage, Garage Faces Side, Garage - Single Door, On Street",3,1.0,2.0,0.3,2.0,1.6,,,"Dishwasher, Water Heater",In Garage,90043,View Park-Windsor Hills
4809 Saint Charles Pl,570000.0,SingleFamily,1924.0,,,,2,1.0,4.0,0.2,3.0,0.9,4.0,0.8,,Washer Hookup,90019,Mid-City
218 N Bentley Ave,5390000.0,SingleFamily,1941.0,Central,,Garage - Three Door,5,6.0,9.0,2.6,,,6.0,2.1,"Dishwasher, Refrigerator, Washer, Dryer",Inside,90049,Brentwood
254 S Westgate Ave,10125000.0,SingleFamily,2019.0,Central,Central,0 spaces,6,9.0,9.0,1.3,7.0,1.6,6.0,1.1,"Dishwasher, Dryer, Range / Oven, Refrigerator, Washer",Room,90049,Brentwood
2255 Fox Hills Dr APT 300,1075000.0,Condo,2006.0,Forced Air,,Assigned,3,3.0,9.0,0.9,,,6.0,2.9,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90064,Rancho Park
3418 Grand View Blvd,3250000.0,SingleFamily,2019.0,Central,Central Air,"Driveway, Garage - Two Door",5,6.0,8.0,0.3,3.0,1.0,6.0,1.1,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Built-In, Double Oven, Range","Upper Level, Laundry Room",90066,Mar Vista
10116 Empyrean Way APT 202,1650000.0,Condo,1979.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance, Covered, Garage Door Opener, Gated, Guest, Side By Side",2,3.0,9.0,1.3,,,6.0,3.2,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Inside, Laundry Room",90067,Century City
223 N Lucerne Blvd,2725000.0,SingleFamily,1920.0,Central,Central Air,"Carport, Garage Door Opener, Gated",5,3.0,8.0,0.7,7.0,1.0,7.0,2.2,"Barbecue, Dishwasher",Outside,90004,Hancock Park
3810 Wilshire Blvd APT 1011,480000.0,Condo,1962.0,Central,,Assigned,1,1.0,6.0,0.4,7.0,1.7,4.0,1.5,Dishwasher,,90010,Wilshire Center
5136 Townsend Ave,1280000.0,SingleFamily,1924.0,Central,Central Air,"Driveway, Garage",3,2.0,6.0,0.2,,,7.0,0.5,"Dishwasher, Disposal, Refrigerator",Inside,90041,Eagle Rock
1554 N Sierra Bonita Ave,3250000.0,SingleFamily,1914.0,Central,"Central Air, Dual","Garage, Garage - Two Door, Gated",6,7.0,7.0,0.1,3.0,1.3,7.0,1.1,"Dishwasher, Disposal, Refrigerator","Inside, Laundry Room",90046,Hollywood Hills
7111 La Tijera Blvd APT C101,530000.0,Condo,1991.0,Central,Central Air,Garage,2,2.0,5.0,1.0,,,,,"6 Burner Stove, Dryer, Washer","Gas & Electric Dryer Hookup, Gas Dryer Hookup, Washer Hookup",90045,Westchester
6735 Yucca St UNIT 203,690000.0,Condo,2007.0,Central,Central Air,"Assigned, Auto Driveway Gate, Community Structure, Controlled Entrance, Covered, Direct Access, Garage Door Opener, Garage, Garage - Two Door, Gated, Off Site, On Street, Guest, Parking Space, Private, Side By Side, Tandem",2,3.0,4.0,0.3,3.0,1.0,6.0,0.3,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Water Purifier, Washer, Dryer","Inside, Laundry Room",90028,Hollywood
6071 Delphi St,701500.0,SingleFamily,1925.0,Central,Central Air,,3,1.0,4.0,0.3,6.0,0.4,7.0,0.9,"Dishwasher, Gas Range, Microwave, Refrigerator, Dryer, Washer",Common Area,90042,Highland Park
12825 San Vicente Blvd,3750000.0,SingleFamily,1948.0,,,Garage - Two Door,4,4.0,,,,,,,,See Remarks,90049,Brentwood
6304 W 79th Pl,2810000.0,SingleFamily,1953.0,Central,Central Air,"Direct Access, Driveway, Garage - Two Door, Side By Side",5,6.0,9.0,0.6,,,,,"Dishwasher, Disposal, Refrigerator, Gas Cooktop, Microwave, Range, Washer, Dryer",Laundry Room,90045,Westchester
2710 E 5th St,527999.0,SingleFamily,1915.0,Central,Central Air,On Street,2,1.0,2.0,0.3,6.0,0.2,9.0,0.2,"Dishwasher, Disposal, Gas Oven, Gas Range, Refrigerator, Tankless Water Heater, Dryer, Washer",Inside,90033,Boyle Heights
836 S Ogden Dr,2352500.0,SingleFamily,1924.0,Central,Central Air,"Detached Carport, Driveway, Garage - Two Door, Permit Required",4,4.0,5.0,0.5,,,7.0,1.4,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Closet,90036,Fairfax
3783 Effingham Pl,2317000.0,SingleFamily,1930.0,Central,Central Air,"Auto Driveway Gate, Detached Carport, Garage - Two Door",3,2.0,8.0,0.9,6.0,1.3,8.0,0.6,"Dishwasher, Refrigerator, Washer, Dryer",Inside,90027,Los Feliz
2287 Ronda Vista Dr,3080620.0,SingleFamily,1940.0,Central,"Central, Air Conditioning",Covered,4,4.0,8.0,0.6,6.0,0.5,8.0,0.3,"Freezer, Refrigerator",Room,90027,Los Feliz
4170 3rd Ave,642000.0,SingleFamily,1924.0,Floor Furnace,"Electric, Gas","Driveway, Garage - Two Door",2,1.0,2.0,0.2,2.0,0.6,,,"Dishwasher, Disposal, Microwave",Inside,90008,Baldwin Hills
3440 Amesbury Rd,1825233.0,SingleFamily,1927.0,,,Garage,3,3.0,,,,,,,"Barbecue, Dishwasher",In Kitchen,90027,Los Feliz
8965 Wonderland Ave,875000.0,SingleFamily,1943.0,Central,Central Air,"Driveway, Garage - Single Door",2,1.0,9.0,0.7,3.0,3.5,7.0,2.4,"Refrigerator, Washer, Dryer",In Garage,90046,Hollywood Hills
2831 Hollyridge Dr,1697500.0,SingleFamily,1926.0,Central,Central Air,Garage,3,4.0,6.0,0.9,3.0,1.6,6.0,1.9,"Barbecue, Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Room,90068,Hollywood Hills
645 W 9th St APT 206,410000.0,Condo,2006.0,Central,Central Air,"Garage - Attached, Covered",1,1.0,2.0,0.8,3.0,0.8,3.0,1.0,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Closet,90015,South Park
2929 Waverly Dr APT 317,500000.0,Condo,1973.0,Central,Central Air,Assigned,1,1.0,9.0,0.1,6.0,1.3,8.0,0.7,"Dishwasher, Disposal, Refrigerator",Community,90039,Atwater Village
440 S Occidental Blvd APT 204,707000.0,Condo,2010.0,Central,Central Air,Garage,3,3.0,5.0,0.4,5.0,0.7,3.0,1.3,"Gas Oven, Gas Range","Electric Dryer Hookup, Inside, Washer Hookup",90057,Westlake
1246 S Mcdonnell Ave,490000.0,SingleFamily,1922.0,Wall Furnace,,"Driveway, Garage, Garage - Single Door, RV Access/Parking",2,1.0,5.0,0.2,5.0,1.0,,,"Gas Oven, Gas Range, Tankless Water Heater","Laundry Room, See Remarks",90022,East Los Angeles
