Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School,Elementary School Score,Elementary School Distance,Middle School,Middle School Score,Middle School Distance,High School,High School Score,High School Distance,Appliances included,Laundry features,Tax assessed value,Annual tax amount,City
1318 Roxbury Dr UNIT 213,1300000.0,Condo,2008.0,"Central, Fireplace(s), Forced Air, Natural Gas","Central Air, Dual, Gas","Assigned, Community Structure, Controlled Entrance, Covered, Garage Door Opener, Garage - Two Door, Guest, Tandem",2,3.0,Canfield Avenue Elementary School,7.0,0.9,Palms Middle School,7.0,2.2,Alexander Hamilton Senior High School,6.0,1.5,"Dishwasher, Disposal, Microwave, Refrigerator, Built-In, Gas Cooktop, Washer, Dryer",Laundry Room,1054321.0,12750.0,Los Angeles
5307 S Saint Andrews Pl,540000.0,SingleFamily,1913.0,,,,2,1.0,Western Avenue Elementary School,2.0,0.3,,,,,,,,Common Area,166158.0,2202.0,Los Angeles
5228 Sierra Villa Dr,1125000.0,SingleFamily,1922.0,Central,Central Air,"Driveway, Garage",3,2.0,Eagle Rock Elementary and Magnet Center,8.0,0.7,,,,Eagle Rock High School,7.0,1.2,"Disposal, Refrigerator",Inside,744600.0,9165.0,Los Angeles
743 E 90th St,410000.0,SingleFamily,1940.0,Wall Furnace,,"Garage Faces Front, Garage - Single Door, Gated",3,1.0,Ninety-Third Street Elementary School,3.0,0.5,Charles Drew Middle School,1.0,0.9,,,,"Dishwasher, Gas Oven, Gas Range, Gas Water Heater, Microwave, Refrigerator","Gas & Electric Dryer Hookup, In Kitchen",302000.0,4044.0,Los Angeles
1503 E 122nd St,445000.0,SingleFamily,1946.0,,Central Air,Garage,2,1.0,Carver Elementary School,3.0,0.2,,,,Centennial High School,3.0,0.6,,In Garage,331500.0,4479.0,Los Angeles
5114 E 4th St,395000.0,SingleFamily,1946.0,Central,Central Air,Garage - Attached,1,1.0,Fourth Street Elementary School,4.0,0.2,David Wark Griffith Middle School,5.0,0.4,,,,,"Outside, Washer Hookup",183519.0,2739.0,Los Angeles
648 E 45th St,502000.0,SingleFamily,1904.0,,,Garage,4,2.0,Forty-Ninth Street Elementary School,2.0,0.3,George Washington Carver Middle School,3.0,0.2,,,,,Inside,174522.0,2380.0,Los Angeles
11959 Mayfield Ave APT 2,1230000.0,Townhouse,1980.0,Central,,"Assigned, Community Structure, Covered, Garage - Two Door, Gated",2,3.0,Kenter Canyon Elementary School,9.0,1.9,Paul Revere Middle School,7.0,1.8,University Senior High School Charter,6.0,0.5,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,956072.0,11695.0,Los Angeles
1140 E 77th St,440000.0,SingleFamily,1924.0,,,,3,1.0,Parmelee Avenue Elementary School,5.0,0.3,Thomas A. Edison Middle School,3.0,0.7,,,,,Laundry Room,205103.0,3164.0,Los Angeles
133 W 92nd St,890000.0,MultiFamily,2019.0,"Forced air, Gas",,"Garage - Attached, Off-street, Covered",10,6.0,Dr. Owen Lloyd Knox Elementary School,2.0,0.1,Bret Harte Preparatory Middle School,2.0,0.7,,,,,Laundry Area,700880.0,8817.0,Los Angeles
10450 Wilshire Blvd UNIT 10F,650000.0,Condo,1961.0,Central,Central Air,"Unassigned, Valet",1,1.0,Fairburn Avenue Elementary School,9.0,0.4,,,,University Senior High School Charter,6.0,2.3,"Dishwasher, Refrigerator, Electric Cooktop, Electric Oven",Community,317819.0,3917.0,Los Angeles
500 N Genesee Ave,811000.0,Condo,1928.0,Central,Central Air,"Driveway, Garage - Single Door",2,2.0,Laurel Elementary School,3.0,0.5,,,,Fairfax Senior High School,7.0,0.2,"Dishwasher, Disposal, Refrigerator, Range, Range Hood, Washer, Dryer",,2449185.0,29942.0,Los Angeles
1162 N Alexandria Ave,799999.0,SingleFamily,1948.0,,,Garage - Attached,4,2.0,Ramona Elementary School,3.0,0.1,Joseph Le Conte Middle School,3.0,1.3,,,,,Outside,71902.0,1165.0,Los Angeles
5663 Fountain Ave,2000000.0,MultiFamily,1956.0,Wall,Other,"Carport, Garage - Detached, Covered",16,8.0,Grant Elementary School,4.0,0.3,Joseph Le Conte Middle School,3.0,0.3,Helen Bernstein High School,4.0,0.1,"Garbage disposal, Range / Oven, Refrigerator",,,,Los Angeles
W 36th Pl,715000.0,SingleFamily,1910.0,Wall,Window Unit(s),0 spaces,3,2.0,Sixth Avenue Elementary School,3.0,0.4,"Johnnie Cochran, Jr., Middle School",3.0,1.1,Susan Miller Dorsey Senior High School,2.0,1.8,,Inside,,,Los Angeles
1576 W 36th Pl,715000.0,SingleFamily,1910.0,Wall Furnace,,Concrete,3,2.0,,,,,,,,,,,Inside,283260.0,3604.0,Los Angeles
3654 Glenfeliz Blvd,1328000.0,SingleFamily,1926.0,Central,"Central Air, High Efficiency","Driveway, Driveway - Combination, Garage",3,3.0,Glenfeliz Boulevard Elementary School,5.0,0.4,,,,John Marshall Senior High School,8.0,1.0,"Built-In Range, Dishwasher, Gas & Electric Range, Microwave, Refrigerator",Laundry Closet,856800.0,10510.0,Los Angeles
1428 W 47th St,700000.0,SingleFamily,1909.0,Wall Furnace,,Garage - Two Door,4,2.0,Normandie Avenue Elementary School,3.0,0.2,,,,Manual Arts Senior High School,3.0,0.7,"Dishwasher, Refrigerator, Washer, Dryer",,743257.0,9259.0,Los Angeles
3446 4th Ave,899888.0,SingleFamily,1911.0,"Central, Fireplace(s)",Central Air,"Paved, Garage, Garage Faces Rear, Garage - Single Door",3,2.0,Sixth Avenue Elementary School,3.0,0.2,Audubon Middle School,2.0,1.1,Susan Miller Dorsey Senior High School,2.0,1.6,"Dishwasher, Gas Oven, Gas Range, Refrigerator, Self Cleaning Oven, Water Heater","Gas & Electric Dryer Hookup, Laundry Room, Washer Hookup",679380.0,8438.0,Los Angeles
10621 Ohio Ave,4225000.0,SingleFamily,2018.0,Central,Central Air,"Concrete, Garage - Two Door",7,7.0,Fairburn Avenue Elementary School,9.0,0.1,,,,University Senior High School Charter,6.0,1.9,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Built-In, Range Hood, Washer, Dryer","Inside, Upper Level, Laundry Room",4094094.0,49691.0,Los Angeles
2122 Manitou Ave,300000.0,SingleFamily,1902.0,Wall,,"Garage, Covered",3,1.0,Albion Street Elementary School,3.0,0.2,Florence Nightingale Middle School,5.0,1.0,Woodrow Wilson Senior High School,4.0,1.9,,,316289.0,3979.0,Los Angeles
1109 Coronado Ter,1670000.0,SingleFamily,1912.0,Central,Central Air,On Street,4,3.0,Mayberry Street Elementary School,2.0,0.4,Thomas Starr King Middle School,6.0,1.4,John Marshall Senior High School,8.0,1.9,"Dishwasher, Refrigerator, Washer, Dryer","In Kitchen, Stackable",1071460.0,13179.0,Los Angeles
512 Meridian Ter,840000.0,SingleFamily,1911.0,,,Garage,2,1.0,Garvanza Elementary School,7.0,0.3,,,,Benjamin Franklin Senior High School,7.0,0.8,Gas Range,"Laundry Room, Inside",585179.0,7193.0,Los Angeles
3892 Franklin Ave,1975000.0,SingleFamily,1934.0,Central,Central Air,Driveway,3,3.0,Franklin Avenue Elementary School,8.0,0.5,Thomas Starr King Middle School,6.0,0.5,John Marshall Senior High School,8.0,0.3,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,897099.0,10995.0,Los Angeles
8613 Hickory St,809000.0,MultiFamily,2015.0,,Wall/Window Unit(s),"Driveway, Garage",8,6.0,Graham Elementary School,3.0,0.2,Charles Drew Middle School,1.0,0.8,,,,,"Gas Dryer Hookup, Washer Hookup",680848.0,9262.0,Los Angeles
628 E 74th St,374950.0,SingleFamily,1947.0,,Central Air,Garage - Attached,3,2.0,Wisdom Elementary School,5.0,0.6,Thomas A. Edison Middle School,3.0,0.9,John C. Fremont Senior High School,3.0,0.4,,Inside,410000.0,5170.0,Los Angeles
2294 W 20th St,1420000.0,SingleFamily,1910.0,Central,Central Air,0 spaces,3,3.0,,,,Pio Pico Middle School,5.0,0.5,West Adams Preparatory High School,4.0,1.5,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Upper Level,369000.0,4662.0,Los Angeles
1900 Vine St APT 302,615000.0,Condo,1980.0,Central,Central,0 spaces,3,2.0,Cheremoya Avenue Elementary School,6.0,0.3,Joseph Le Conte Middle School,3.0,0.9,Hollywood Senior High School,6.0,1.0,"Dryer, Refrigerator, Washer",In Unit,780300.0,9583.0,Los Angeles
3930 De Longpre Ave,1425000.0,SingleFamily,1972.0,Central,Central Air,"Attached Carport, Driveway",3,2.0,Franklin Avenue Elementary School,8.0,0.7,Thomas Starr King Middle School,6.0,0.2,John Marshall Senior High School,8.0,0.7,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Closet,440901.0,5397.0,Los Angeles
10832 Lawler St,800000.0,SingleFamily,1926.0,,,"Detached Carport, Driveway, Garage",2,1.0,Charnock Road Elementary School,4.0,0.5,Palms Middle School,7.0,0.1,Venice Senior High School,6.0,2.4,"Refrigerator, Washer, Dryer",Inside,70767.0,907.0,Los Angeles
3785 Wilshire Blvd APT 707,880000.0,Condo,2009.0,Central,Central Air,"Assigned, Side By Side",2,2.0,Charles H. Kim Elementary School,6.0,0.5,,,,,,,"Dishwasher, Disposal, Microwave",,869142.0,10559.0,Los Angeles
5942 Southside Dr,405000.0,SingleFamily,1947.0,,,Garage,4,2.0,Montebello Park Elementary School,4.0,0.6,,,,Schurr High School,5.0,1.6,,Inside,576000.0,7431.0,Los Angeles
6440 W 80th Pl,2150000.0,SingleFamily,2019.0,Central,Central Air,"Driveway, Garage - Two Door",4,5.0,Kentwood Elementary School,6.0,0.3,,,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Gas Oven, Range, Range Hood",Laundry Room,2000000.0,24431.0,Los Angeles
2017 N Corlett Ave,410000.0,SingleFamily,1945.0,,,Garage,2,1.0,McKinley Elementary School,7.0,0.7,Willowbrook Middle School,5.0,1.2,Centennial High School,3.0,0.4,,In Garage,376000.0,6820.0,Los Angeles
421 S La Fayette Park Pl APT 411,411000.0,Condo,1971.0,Central,Central Air,Garage - Attached,1,1.0,Charles White Elementary School,3.0,0.3,Virgil Middle School,5.0,0.8,Belmont Senior High School,3.0,1.2,,Common Area,49615.0,588.0,Los Angeles
856 Malcolm Ave,4068000.0,SingleFamily,1930.0,Central,Central Air,"Built-In Storage, Direct Access, Garage Door Opener, Driveway, Garage - Two Door, Guest",4,4.0,Warner Avenue Elementary School,9.0,0.5,,,,University Senior High School Charter,6.0,1.8,"Barbecue, Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Room,2339642.0,28503.0,Los Angeles
1351 N Crescent Heights Blvd APT 114,480000.0,Condo,1972.0,Central,Central Air,"Assigned, Parking Space, Underground",1,1.0,Gardner Street Elementary School,7.0,0.9,Hubert Howe Bancroft Middle School,3.0,1.9,Fairfax Senior High School,7.0,0.9,,Community,343419.0,4447.0,Los Angeles
1111 S Grand Ave APT 811,1024000.0,Condo,2005.0,Central,Central Air,0 spaces,2,2.0,,,,John H. Liechty Middle School,3.0,0.9,Belmont Senior High School,3.0,1.3,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,1095638.0,13836.0,Los Angeles
120 N Mccadden Pl,6950000.0,SingleFamily,1927.0,Central,Central,"Garage, Garage - Detached, Covered",4,6.0,Third Street Elementary School,8.0,0.3,John Burroughs Middle School,7.0,0.6,Fairfax Senior High School,7.0,1.5,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Trash compactor",Room,2295907.0,28190.0,Los Angeles
2019 De Mille Dr,2140000.0,SingleFamily,1925.0,"Central, Natural Gas",Central Air,"Garage, Garage - Two Door",3,3.0,Cheremoya Avenue Elementary School,6.0,1.1,Joseph Le Conte Middle School,3.0,1.2,Hollywood Senior High School,6.0,2.3,"6 Burner Stove, Dishwasher, Disposal, Gas Range, Refrigerator","Gas & Electric Dryer Hookup, Inside",1872719.0,22679.0,Los Angeles
2826 W Avenue 33,845000.0,SingleFamily,1922.0,,"Central Air, See Remarks",,3,2.0,Fletcher Drive Elementary School,4.0,0.3,,,,,,,,"Laundry Room, Inside",474298.0,5873.0,Los Angeles
1619 W 47th St,650000.0,SingleFamily,1911.0,Natural Gas,,Driveway,4,2.0,Normandie Avenue Elementary School,3.0,0.6,,,,,,,Dishwasher,Laundry Closet,354680.0,4594.0,Los Angeles
1416 Glendale Blvd,900000.0,SingleFamily,1920.0,,,,4,1.0,Logan Street Elementary School,2.0,0.2,,,,Belmont Senior High School,3.0,1.2,,Outside,73878.0,1080.0,Los Angeles
1036 N Avenue 50,899000.0,SingleFamily,1923.0,Central,Central Air,"Attached Carport, Covered, Driveway, Private",3,3.0,Buchanan Street Elementary School,5.0,0.1,,,,Benjamin Franklin Senior High School,7.0,0.5,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Inside,864882.0,10466.0,Los Angeles
167 S Rockingham Ave,20833500.0,SingleFamily,2019.0,Central,Central Air,"Driveway, Garage - Three Door",7,11.0,Kenter Canyon Elementary School,9.0,1.0,Paul Revere Middle School,7.0,0.2,Palisades Charter High School,8.0,2.5,"Barbecue, Dishwasher, Refrigerator, Built-In, Oven, Range",Laundry Room,15404643.0,185709.0,Los Angeles
2050 Claudina Ave,572000.0,SingleFamily,1922.0,,,Driveway,2,1.0,Alta Loma Elementary School,4.0,0.4,"Johnnie Cochran, Jr., Middle School",3.0,0.9,,,,,Outside,305496.0,3851.0,Los Angeles
197 W 40th Pl,650000.0,MultiFamily,1907.0,,,0 spaces,8,3.0,Trinity Street Elementary School,3.0,0.5,William Jefferson Clinton Middle School,3.0,0.5,,,,,,513513.0,6551.0,Los Angeles
10763 Charnock Rd,1300000.0,SingleFamily,1939.0,,Central Air,Garage,3,2.0,Charnock Road Elementary School,4.0,0.6,Palms Middle School,7.0,0.3,Venice Senior High School,6.0,2.5,,Stackable,923100.0,11602.0,Los Angeles
10343 Kalmia St,393000.0,SingleFamily,1958.0,,See Remarks,,4,2.0,Weigand Avenue Elementary School,2.0,0.1,Edwin Markham Middle School,3.0,0.9,,,,,In Kitchen,188033.0,2657.0,Los Angeles
2222 Avenue Of The Stars UNIT 1402,1185000.0,Condo,1964.0,Central,Central Air,Covered,2,2.0,Westwood Charter Elementary School,9.0,1.4,,,,University Senior High School Charter,6.0,3.3,"Dishwasher, Disposal, Refrigerator",Laundry Closet,1185262.0,14352.0,Los Angeles
3922 Homer St,690000.0,SingleFamily,2010.0,Central,Central Air,Garage - Attached,3,3.0,Latona Avenue Elementary School,6.0,0.3,Florence Nightingale Middle School,5.0,0.8,,,,,,442166.0,5589.0,Los Angeles
1814 Thayer Ave APT 2,820000.0,Condo,1982.0,Central,Central Air,"Garage - Two Door, Tandem",2,3.0,Westwood Charter Elementary School,9.0,0.5,,,,University Senior High School Charter,6.0,2.3,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Stackable,306586.0,3831.0,Los Angeles
2221 Century Hl #169,1388000.0,Townhouse,1980.0,Central,Central,Covered,2,3.0,Westwood Charter Elementary School,9.0,1.3,,,,University Senior High School Charter,6.0,3.2,"Dishwasher, Dryer, Freezer, Garbage disposal, Refrigerator, Washer","Inside, Room",,,Los Angeles
3314 Barbee St,758000.0,SingleFamily,1890.0,Central,Central Air,"Concrete, Oversized",4,2.0,Gates Street Elementary School,4.0,0.2,Florence Nightingale Middle School,5.0,1.5,Woodrow Wilson Senior High School,4.0,1.2,"Dishwasher, Disposal, Gas Range, Water Heater, Water Line to Refrigerator",Inside,426360.0,5368.0,Los Angeles
2142 Marathon St,775000.0,SingleFamily,1910.0,Floor Furnace,,"Covered, Detached Carport",2,1.0,,,,,,,Belmont Senior High School,3.0,0.9,,,775000.0,9572.0,Los Angeles
1383 Edgecliffe Dr,1740000.0,SingleFamily,1911.0,Central,,Driveway,3,3.0,Micheltorena Street Elementary School,5.0,0.3,Thomas Starr King Middle School,6.0,0.5,John Marshall Senior High School,8.0,1.2,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Room,1969477.0,23938.0,Los Angeles
12119 Victoria Ave,2900000.0,SingleFamily,1928.0,,,"Concrete, Garage",3,4.0,Grand View Boulevard Elementary School,6.0,0.4,Daniel Webster Middle School,3.0,1.4,Venice Senior High School,6.0,0.9,,In Garage,2300168.0,28304.0,Los Angeles
4030 W 60th St,1190000.0,SingleFamily,1949.0,Central,Central Air,Garage - Two Door,3,3.0,Fifty-Fourth Street Elementary School,2.0,0.5,Audubon Middle School,2.0,1.8,,,,"Dishwasher, Disposal, Microwave, Refrigerator",In Garage,750000.0,9516.0,Los Angeles
531 N Rossmore Ave APT 406,1075000.0,Condo,1960.0,Central,Central Air,Garage,2,2.0,Third Street Elementary School,8.0,0.7,Hubert Howe Bancroft Middle School,3.0,0.8,Fairfax Senior High School,7.0,2.0,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,893004.0,10870.0,Los Angeles
8620 Belford Ave APT 105,735000.0,Townhouse,2007.0,Central,Central Air,"Direct Access, Garage - Two Door",3,3.0,Westport Heights Elementary School,5.0,0.5,,,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,759900.0,9309.0,Los Angeles
1200 Club View Dr UNIT 1600,9400000.0,Condo,2009.0,Central,Central Air,"Garage, Private, Underground",3,4.0,Fairburn Avenue Elementary School,9.0,0.6,,,,University Senior High School Charter,6.0,2.6,"Dishwasher, Disposal, Refrigerator","Inside, Laundry Room",,,Los Angeles
155 W 52nd St,550000.0,MultiFamily,1947.0,Wall Furnace,,0 spaces,4,2.0,Main Street Elementary School,2.0,0.2,Los Angeles Academy Middle,3.0,0.7,,,,Garbage disposal,Inside,259994.0,3449.0,Los Angeles
2147 Clinton St,880000.0,SingleFamily,1905.0,Central,"Central Air, Electric","Driveway, Concrete",2,1.0,,,,,,,Belmont Senior High School,3.0,0.9,"Dishwasher, Refrigerator, Washer, Dryer","Stackable, Laundry Room",858330.0,10398.0,Los Angeles
2547 Canyon Oak Dr,2255000.0,SingleFamily,1978.0,Central,Central Air,"Direct Access, Garage - Two Door, Private",3,4.0,Cheremoya Avenue Elementary School,6.0,0.7,Joseph Le Conte Middle School,3.0,1.3,Hollywood Senior High School,6.0,1.9,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Laundry Closet,1512221.0,18482.0,Los Angeles
431 E 119th St,505000.0,SingleFamily,1940.0,Central,Central Air,"Carport, Covered",5,3.0,,,,Samuel Gompers Middle School,2.0,0.5,,,,,"Inside, In Kitchen",259654.0,3649.0,Los Angeles
10966 Rochester Ave APT 3F,642000.0,Condo,1973.0,Central,Central Air,"Garage - Two Door, Tandem",1,2.0,Fairburn Avenue Elementary School,9.0,0.9,,,,University Senior High School Charter,6.0,1.2,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Closet,555958.0,6690.0,Los Angeles
11051 Strathmore Dr #1,1690000.0,SingleFamily,1950.0,Central,Central,"Garage - Detached, Covered",3,3.0,Warner Avenue Elementary School,9.0,1.2,,,,University Senior High School Charter,6.0,1.3,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Inside,1485690.0,18141.0,Los Angeles
10520 Wilshire Blvd APT 1101,840000.0,Condo,1989.0,Central,Central Air,"Community Structure, Covered",2,2.0,Fairburn Avenue Elementary School,9.0,0.3,,,,University Senior High School Charter,6.0,2.1,"Refrigerator, Dishwasher, Washer, Dryer",,840000.0,10202.0,Los Angeles
4031 Floral Dr,537000.0,SingleFamily,1909.0,Central,Central Air,"Driveway, Garage - Single Door",3,2.0,William R. Anton Elementary School,4.0,0.2,Belvedere Middle School,4.0,0.4,,,,"Gas Cooktop, Gas Water Heater",In Kitchen,455695.0,6138.0,Los Angeles
4111 Mantova Dr,1430000.0,SingleFamily,1956.0,Central,Central Air,"Garage, Garage - Two Door",3,3.0,Baldwin Hills Elementary School,6.0,0.8,Audubon Middle School,2.0,2.0,Susan Miller Dorsey Senior High School,2.0,1.2,"Dishwasher, Disposal, Refrigerator","Inside, Laundry Room",1153100.0,14220.0,Los Angeles
1933 W 84th St,475000.0,SingleFamily,1929.0,,,Garage,2,1.0,La Salle Avenue Elementary School,3.0,0.5,Animo Charter Middle No. 3,4.0,2.6,George Washington Preparatory High School,2.0,1.7,,Inside,250090.0,3265.0,Los Angeles
8913 S Fir Ave,375000.0,SingleFamily,1985.0,Wall,,0 spaces,3,3.0,Ninety-Second Street Elementary School,4.0,0.2,Charles Drew Middle School,1.0,0.7,,,,,Inside,359000.0,4879.0,Los Angeles
3820 Montclair St,757000.0,SingleFamily,1923.0,Other,,0 spaces,2,1.0,Sixth Avenue Elementary School,3.0,0.3,"Johnnie Cochran, Jr., Middle School",3.0,0.8,Susan Miller Dorsey Senior High School,2.0,1.3,,Other,988788.0,12132.0,Los Angeles
2403 Park Oak Dr,2725000.0,SingleFamily,1960.0,Central,Central Air,Attached Carport,3,3.0,Cheremoya Avenue Elementary School,6.0,0.8,Joseph Le Conte Middle School,3.0,1.3,Hollywood Senior High School,6.0,2.0,"Dishwasher, Refrigerator, Washer, Dryer",,2191598.0,26823.0,Los Angeles
11657 Chenault St APT 308,1130000.0,Condo,1961.0,Central,Central Air,"Assigned, Community Structure, Side By Side",2,2.0,Kenter Canyon Elementary School,9.0,1.6,Paul Revere Middle School,7.0,1.8,University Senior High School Charter,6.0,0.8,"Dishwasher, Disposal, Microwave",Stackable,1175652.0,14271.0,Los Angeles
2203 W 75th St,635000.0,SingleFamily,1925.0,,Central Air,Garage,4,2.0,Seventy-Fourth Street Elementary School,3.0,0.1,,,,,,,,"Gas Dryer Hookup, Washer Hookup",520200.0,6575.0,Los Angeles
12222 Wilshire Blvd APT 212,715000.0,Condo,1996.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance, Direct Access, Guest, Underground, Tandem",2,2.0,Brockton Avenue Elementary School,5.0,0.4,,,,University Senior High School Charter,6.0,0.5,"Dishwasher, Refrigerator, Dryer","Inside, Stackable",715000.0,8597.0,Los Angeles
3453 Maplewood Ave,1970500.0,SingleFamily,1924.0,Central,Central Air,Driveway,4,3.0,Walgrove Avenue Elementary School,4.0,0.1,Mark Twain Middle School and World Languages Magnet,4.0,0.4,Venice Senior High School,6.0,0.6,"Dishwasher, Microwave, Refrigerator, Washer","Outside, Laundry Room",1631920.0,19849.0,Los Angeles
